attribute_id,content_id,attribute_name,string_value,decimal_value,date_value,created_at
42614,21307,Duración,,114,,2025-01-02 00:00:00
42616,21308,Duración,,32,,2025-01-02 00:00:00
42617,21309,Categoría,Arte,,,2025-01-02 00:00:00
42618,21309,Duración,,33,,2025-01-02 00:00:00
42619,21310,Categoría,Ciencia,,,2025-01-02 00:00:00
42622,21311,Duración,,44,,2025-01-02 00:00:00
42626,21313,Duración,,46,,2025-01-02 00:00:00
42629,21315,Categoría,Historia,,,2025-01-02 00:00:00
42641,21321,Categoría,Tecnología,,,2025-01-02 00:00:00
42644,21322,Duración,,93,,2025-01-02 00:00:00
42654,21327,Duración,,22,,2025-01-02 00:00:00
42657,21329,Categoría,Arte,,,2025-01-02 00:00:00
42663,21332,Categoría,Filosofía,,,2025-01-02 00:00:00
42669,21335,Categoría,Historia,,,2025-01-02 00:00:00
42678,21339,Duración,,48,,2025-01-02 00:00:00
42684,21342,Duración,,113,,2025-01-02 00:00:00
42689,21345,Categoría,Arte,,,2025-01-02 00:00:00
42691,21346,Categoría,Matemáticas,,,2025-01-02 00:00:00
42692,21346,Duración,,43,,2025-01-02 00:00:00
42694,21347,Duración,,21,,2025-01-02 00:00:00
42695,21348,Categoría,Historia,,,2025-01-02 00:00:00
42696,21348,Duración,,84,,2025-01-02 00:00:00
42697,21349,Categoría,Matemáticas,,,2025-01-02 00:00:00
42699,21350,Categoría,Ciencia,,,2025-01-02 00:00:00
42702,21351,Duración,,78,,2025-01-02 00:00:00
42703,21352,Categoría,Matemáticas,,,2025-01-02 00:00:00
42707,21354,Categoría,Tecnología,,,2025-01-02 00:00:00
42709,21355,Categoría,Tecnología,,,2025-01-02 00:00:00
42710,21355,Duración,,119,,2025-01-02 00:00:00
42711,21356,Categoría,Filosofía,,,2025-01-02 00:00:00
42713,21357,Categoría,Historia,,,2025-01-02 00:00:00
42715,21358,Categoría,Tecnología,,,2025-01-02 00:00:00
42716,21358,Duración,,52,,2025-01-02 00:00:00
42719,21360,Categoría,Ciencia,,,2025-01-02 00:00:00
42720,21360,Duración,,150,,2025-01-02 00:00:00
42723,21362,Categoría,Historia,,,2025-01-02 00:00:00
42726,21363,Duración,,18,,2025-01-02 00:00:00
42727,21364,Categoría,Tecnología,,,2025-01-02 00:00:00
42728,21364,Duración,,75,,2025-01-02 00:00:00
42730,21365,Duración,,62,,2025-01-02 00:00:00
42734,21367,Duración,,47,,2025-01-02 00:00:00
42736,21368,Duración,,105,,2025-01-02 00:00:00
42741,21371,Categoría,Tecnología,,,2025-01-02 00:00:00
42742,21371,Duración,,78,,2025-01-02 00:00:00
42744,21372,Duración,,75,,2025-01-02 00:00:00
42745,21373,Categoría,Matemáticas,,,2025-01-02 00:00:00
42747,21374,Categoría,Ciencia,,,2025-01-02 00:00:00
42748,21374,Duración,,102,,2025-01-02 00:00:00
42750,21375,Duración,,23,,2025-01-02 00:00:00
42753,21377,Categoría,Tecnología,,,2025-01-02 00:00:00
42755,21378,Categoría,Ciencia,,,2025-01-02 00:00:00
42758,21379,Duración,,93,,2025-01-02 00:00:00
42760,21380,Duración,,71,,2025-01-02 00:00:00
42763,21382,Categoría,Matemáticas,,,2025-01-02 00:00:00
42765,21383,Categoría,Historia,,,2025-01-02 00:00:00
42766,21383,Duración,,57,,2025-01-02 00:00:00
42770,21385,Duración,,49,,2025-01-02 00:00:00
42771,21386,Categoría,Filosofía,,,2025-01-02 00:00:00
42778,21389,Duración,,69,,2025-01-02 00:00:00
42781,21391,Categoría,Tecnología,,,2025-01-02 00:00:00
42782,21391,Duración,,109,,2025-01-02 00:00:00
42783,21392,Categoría,Historia,,,2025-01-02 00:00:00
42788,21394,Duración,,48,,2025-01-02 00:00:00
42789,21395,Categoría,Matemáticas,,,2025-01-02 00:00:00
42790,21395,Duración,,100,,2025-01-02 00:00:00
42794,21397,Duración,,48,,2025-01-02 00:00:00
42796,21398,Duración,,59,,2025-01-02 00:00:00
42797,21399,Categoría,Economía,,,2025-01-02 00:00:00
42805,21403,Categoría,Filosofía,,,2025-01-02 00:00:00
42808,21404,Duración,,71,,2025-01-02 00:00:00
42810,21405,Duración,,68,,2025-01-02 00:00:00
42814,21407,Duración,,30,,2025-01-02 00:00:00
42816,21408,Duración,,34,,2025-01-02 00:00:00
42817,21409,Categoría,Ciencia,,,2025-01-02 00:00:00
42819,21410,Categoría,Arte,,,2025-01-02 00:00:00
42822,21411,Duración,,32,,2025-01-02 00:00:00
42827,21414,Categoría,Matemáticas,,,2025-01-02 00:00:00
42830,21415,Duración,,105,,2025-01-02 00:00:00
42832,21416,Duración,,114,,2025-01-02 00:00:00
42833,21417,Categoría,Ciencia,,,2025-01-02 00:00:00
42834,21417,Duración,,108,,2025-01-02 00:00:00
42840,21420,Duración,,24,,2025-01-02 00:00:00
42841,21421,Categoría,Economía,,,2025-01-02 00:00:00
42843,21422,Categoría,Historia,,,2025-01-02 00:00:00
42846,21423,Duración,,28,,2025-01-02 00:00:00
42847,21424,Categoría,Economía,,,2025-01-02 00:00:00
42849,21425,Categoría,Filosofía,,,2025-01-02 00:00:00
42853,21427,Categoría,Matemáticas,,,2025-01-02 00:00:00
42854,21427,Duración,,20,,2025-01-02 00:00:00
42856,21428,Duración,,34,,2025-01-02 00:00:00
42857,21429,Categoría,Historia,,,2025-01-02 00:00:00
42858,21429,Duración,,19,,2025-01-02 00:00:00
42861,21431,Categoría,Arte,,,2025-01-02 00:00:00
42866,21433,Duración,,93,,2025-01-02 00:00:00
42881,21441,Categoría,Matemáticas,,,2025-01-02 00:00:00
42884,21442,Duración,,7,,2025-01-02 00:00:00
42885,21443,Categoría,Arte,,,2025-01-02 00:00:00
42888,21444,Duración,,19,,2025-01-02 00:00:00
42889,21445,Categoría,Historia,,,2025-01-02 00:00:00
42903,21452,Categoría,Arte,,,2025-01-02 00:00:00
42904,21452,Duración,,39,,2025-01-02 00:00:00
42905,21453,Categoría,Filosofía,,,2025-01-02 00:00:00
42907,21454,Categoría,Economía,,,2025-01-02 00:00:00
42913,21457,Categoría,Historia,,,2025-01-02 00:00:00
42917,21459,Categoría,Filosofía,,,2025-01-02 00:00:00
42924,21462,Duración,,84,,2025-01-02 00:00:00
42927,21464,Categoría,Historia,,,2025-01-02 00:00:00
42928,21464,Duración,,34,,2025-01-02 00:00:00
42929,21465,Categoría,Arte,,,2025-01-02 00:00:00
42930,21465,Duración,,87,,2025-01-02 00:00:00
42932,21466,Duración,,80,,2025-01-02 00:00:00
42933,21467,Categoría,Economía,,,2025-01-02 00:00:00
42939,21470,Categoría,Matemáticas,,,2025-01-02 00:00:00
42941,21471,Categoría,Matemáticas,,,2025-01-02 00:00:00
42942,21471,Duración,,57,,2025-01-02 00:00:00
42946,21473,Duración,,71,,2025-01-02 00:00:00
42948,21474,Duración,,90,,2025-01-02 00:00:00
42950,21475,Duración,,107,,2025-01-02 00:00:00
42952,21476,Duración,,11,,2025-01-02 00:00:00
42954,21477,Duración,,95,,2025-01-02 00:00:00
42956,21478,Duración,,89,,2025-01-02 00:00:00
42964,21482,Duración,,108,,2025-01-02 00:00:00
42965,21483,Categoría,Ciencia,,,2025-01-02 00:00:00
42970,21485,Duración,,49,,2025-01-02 00:00:00
42975,21488,Categoría,Tecnología,,,2025-01-02 00:00:00
42979,21490,Categoría,Ciencia,,,2025-01-02 00:00:00
42984,21492,Duración,,104,,2025-01-02 00:00:00
42985,21493,Categoría,Historia,,,2025-01-02 00:00:00
42990,21495,Duración,,71,,2025-01-02 00:00:00
42992,21496,Duración,,17,,2025-01-02 00:00:00
42995,21498,Categoría,Historia,,,2025-01-02 00:00:00
42998,21499,Duración,,87,,2025-01-02 00:00:00
43005,21503,Categoría,Ciencia,,,2025-01-02 00:00:00
43009,21505,Categoría,Matemáticas,,,2025-01-02 00:00:00
43012,21506,Duración,,76,,2025-01-02 00:00:00
43013,21507,Categoría,Tecnología,,,2025-01-02 00:00:00
43015,21508,Categoría,Filosofía,,,2025-01-02 00:00:00
43018,21509,Duración,,10,,2025-01-02 00:00:00
43024,21512,Duración,,104,,2025-01-02 00:00:00
43028,21514,Duración,,56,,2025-01-02 00:00:00
43032,21516,Duración,,118,,2025-01-02 00:00:00
43034,21517,Duración,,62,,2025-01-02 00:00:00
43039,21520,Categoría,Matemáticas,,,2025-01-02 00:00:00
43043,21522,Categoría,Matemáticas,,,2025-01-02 00:00:00
43048,21524,Duración,,108,,2025-01-02 00:00:00
43050,21525,Duración,,61,,2025-01-02 00:00:00
43051,21526,Categoría,Matemáticas,,,2025-01-02 00:00:00
43054,21527,Duración,,19,,2025-01-02 00:00:00
43058,21529,Duración,,102,,2025-01-02 00:00:00
43060,21530,Duración,,78,,2025-01-02 00:00:00
43061,21531,Categoría,Historia,,,2025-01-02 00:00:00
43062,21531,Duración,,75,,2025-01-02 00:00:00
43063,21532,Categoría,Arte,,,2025-01-02 00:00:00
43064,21532,Duración,,75,,2025-01-02 00:00:00
43065,21533,Categoría,Economía,,,2025-01-02 00:00:00
43069,21535,Categoría,Matemáticas,,,2025-01-02 00:00:00
43071,21536,Categoría,Filosofía,,,2025-01-02 00:00:00
43072,21536,Duración,,106,,2025-01-02 00:00:00
43079,21540,Categoría,Matemáticas,,,2025-01-02 00:00:00
43083,21542,Categoría,Filosofía,,,2025-01-02 00:00:00
43085,21543,Categoría,Historia,,,2025-01-02 00:00:00
43087,21544,Categoría,Ciencia,,,2025-01-02 00:00:00
43090,21545,Duración,,50,,2025-01-02 00:00:00
43092,21546,Duración,,12,,2025-01-02 00:00:00
43094,21547,Duración,,95,,2025-01-02 00:00:00
43102,21551,Duración,,82,,2025-01-02 00:00:00
43103,21552,Categoría,Filosofía,,,2025-01-02 00:00:00
43105,21553,Categoría,Ciencia,,,2025-01-02 00:00:00
43107,21554,Categoría,Arte,,,2025-01-02 00:00:00
43109,21555,Categoría,Matemáticas,,,2025-01-02 00:00:00
43110,21555,Duración,,19,,2025-01-02 00:00:00
43113,21557,Categoría,Tecnología,,,2025-01-02 00:00:00
43116,21558,Duración,,76,,2025-01-02 00:00:00
43117,21559,Categoría,Matemáticas,,,2025-01-02 00:00:00
43118,21559,Duración,,28,,2025-01-02 00:00:00
43121,21561,Categoría,Ciencia,,,2025-01-02 00:00:00
43125,21563,Categoría,Tecnología,,,2025-01-02 00:00:00
43129,21565,Categoría,Tecnología,,,2025-01-02 00:00:00
43134,21567,Duración,,61,,2025-01-02 00:00:00
43138,21569,Duración,,72,,2025-01-02 00:00:00
43142,21571,Duración,,99,,2025-01-02 00:00:00
43147,21574,Categoría,Ciencia,,,2025-01-02 00:00:00
43157,21579,Categoría,Arte,,,2025-01-02 00:00:00
43159,21580,Categoría,Ciencia,,,2025-01-02 00:00:00
43160,21580,Duración,,65,,2025-01-02 00:00:00
43161,21581,Categoría,Historia,,,2025-01-02 00:00:00
43162,21581,Duración,,35,,2025-01-02 00:00:00
43163,21582,Categoría,Arte,,,2025-01-02 00:00:00
43166,21583,Duración,,66,,2025-01-02 00:00:00
43167,21584,Categoría,Tecnología,,,2025-01-02 00:00:00
43175,21588,Categoría,Matemáticas,,,2025-01-02 00:00:00
43176,21588,Duración,,62,,2025-01-02 00:00:00
43177,21589,Categoría,Economía,,,2025-01-02 00:00:00
43183,21592,Categoría,Filosofía,,,2025-01-02 00:00:00
43185,21593,Categoría,Matemáticas,,,2025-01-02 00:00:00
43189,21595,Categoría,Matemáticas,,,2025-01-02 00:00:00
43191,21596,Categoría,Ciencia,,,2025-01-02 00:00:00
43198,21599,Duración,,104,,2025-01-02 00:00:00
43199,21600,Categoría,Historia,,,2025-01-02 00:00:00
43201,21601,Categoría,Arte,,,2025-01-02 00:00:00
43203,21602,Categoría,Ciencia,,,2025-01-02 00:00:00
43204,21602,Duración,,45,,2025-01-02 00:00:00
43206,21603,Duración,,145,,2025-01-02 00:00:00
43208,21604,Duración,,94,,2025-01-02 00:00:00
43211,21606,Categoría,Economía,,,2025-01-02 00:00:00
43212,21606,Duración,,36,,2025-01-02 00:00:00
43214,21607,Duración,,81,,2025-01-02 00:00:00
43215,21608,Categoría,Tecnología,,,2025-01-02 00:00:00
43218,21609,Duración,,19,,2025-01-02 00:00:00
43223,21612,Categoría,Tecnología,,,2025-01-02 00:00:00
43225,21613,Categoría,Tecnología,,,2025-01-02 00:00:00
43231,21616,Categoría,Tecnología,,,2025-01-02 00:00:00
43234,21617,Duración,,65,,2025-01-02 00:00:00
43237,21619,Categoría,Historia,,,2025-01-02 00:00:00
43238,21619,Duración,,44,,2025-01-02 00:00:00
43242,21621,Duración,,83,,2025-01-02 00:00:00
43244,21622,Duración,,10,,2025-01-02 00:00:00
43246,21623,Duración,,28,,2025-01-02 00:00:00
43252,21626,Duración,,15,,2025-01-02 00:00:00
43256,21628,Duración,,84,,2025-01-02 00:00:00
43259,21630,Categoría,Economía,,,2025-01-02 00:00:00
43261,21631,Categoría,Tecnología,,,2025-01-02 00:00:00
43262,21631,Duración,,78,,2025-01-02 00:00:00
43263,21632,Categoría,Arte,,,2025-01-02 00:00:00
43264,21632,Duración,,65,,2025-01-02 00:00:00
43267,21634,Categoría,Ciencia,,,2025-01-02 00:00:00
43269,21635,Categoría,Historia,,,2025-01-02 00:00:00
43271,21636,Categoría,Filosofía,,,2025-01-02 00:00:00
43284,21642,Duración,,31,,2025-01-02 00:00:00
43285,21643,Categoría,Ciencia,,,2025-01-02 00:00:00
43286,21643,Duración,,32,,2025-01-02 00:00:00
43287,21644,Categoría,Economía,,,2025-01-02 00:00:00
43291,21646,Categoría,Ciencia,,,2025-01-02 00:00:00
43292,21646,Duración,,83,,2025-01-02 00:00:00
43302,21651,Duración,,118,,2025-01-02 00:00:00
43305,21653,Categoría,Tecnología,,,2025-01-02 00:00:00
43307,21654,Categoría,Arte,,,2025-01-02 00:00:00
43308,21654,Duración,,21,,2025-01-02 00:00:00
43312,21656,Duración,,14,,2025-01-02 00:00:00
43314,21657,Duración,,81,,2025-01-02 00:00:00
43316,21658,Duración,,34,,2025-01-02 00:00:00
43325,21663,Categoría,Historia,,,2025-01-02 00:00:00
43327,21664,Categoría,Arte,,,2025-01-02 00:00:00
43332,21666,Duración,,118,,2025-01-02 00:00:00
43335,21668,Categoría,Economía,,,2025-01-02 00:00:00
43337,21669,Categoría,Historia,,,2025-01-02 00:00:00
43339,21670,Categoría,Tecnología,,,2025-01-02 00:00:00
43340,21670,Duración,,24,,2025-01-02 00:00:00
43348,21674,Duración,,42,,2025-01-02 00:00:00
43351,21676,Categoría,Arte,,,2025-01-02 00:00:00
43353,21677,Categoría,Tecnología,,,2025-01-02 00:00:00
43354,21677,Duración,,66,,2025-01-02 00:00:00
43358,21679,Duración,,32,,2025-01-02 00:00:00
43359,21680,Categoría,Matemáticas,,,2025-01-02 00:00:00
43360,21680,Duración,,178,,2025-01-02 00:00:00
43363,21682,Categoría,Arte,,,2025-01-02 00:00:00
43368,21684,Duración,,116,,2025-01-02 00:00:00
43373,21687,Categoría,Historia,,,2025-01-02 00:00:00
43374,21687,Duración,,80,,2025-01-02 00:00:00
43375,21688,Categoría,Ciencia,,,2025-01-02 00:00:00
43376,21688,Duración,,58,,2025-01-02 00:00:00
43378,21689,Duración,,179,,2025-01-02 00:00:00
43383,21692,Categoría,Matemáticas,,,2025-01-02 00:00:00
43388,21694,Duración,,69,,2025-01-02 00:00:00
43390,21695,Duración,,66,,2025-01-02 00:00:00
43394,21697,Duración,,14,,2025-01-02 00:00:00
43396,21698,Duración,,19,,2025-01-02 00:00:00
43402,21701,Duración,,74,,2025-01-02 00:00:00
43404,21702,Duración,,51,,2025-01-02 00:00:00
43406,21703,Duración,,166,,2025-01-02 00:00:00
43408,21704,Duración,,110,,2025-01-02 00:00:00
43409,21705,Categoría,Matemáticas,,,2025-01-02 00:00:00
43410,21705,Duración,,43,,2025-01-02 00:00:00
43411,21706,Categoría,Arte,,,2025-01-02 00:00:00
43412,21706,Duración,,102,,2025-01-02 00:00:00
43414,21707,Duración,,83,,2025-01-02 00:00:00
43416,21708,Duración,,81,,2025-01-02 00:00:00
43417,21709,Categoría,Ciencia,,,2025-01-02 00:00:00
43422,21711,Duración,,153,,2025-01-02 00:00:00
43425,21713,Categoría,Matemáticas,,,2025-01-02 00:00:00
43431,21716,Categoría,Historia,,,2025-01-02 00:00:00
43434,21717,Duración,,14,,2025-01-02 00:00:00
43443,21722,Categoría,Historia,,,2025-01-02 00:00:00
43444,21722,Duración,,22,,2025-01-02 00:00:00
43445,21723,Categoría,Tecnología,,,2025-01-02 00:00:00
43452,21726,Duración,,24,,2025-01-02 00:00:00
43457,21729,Categoría,Matemáticas,,,2025-01-02 00:00:00
43465,21733,Categoría,Ciencia,,,2025-01-02 00:00:00
43466,21733,Duración,,99,,2025-01-02 00:00:00
43467,21734,Categoría,Matemáticas,,,2025-01-02 00:00:00
43471,21736,Categoría,Ciencia,,,2025-01-02 00:00:00
43474,21737,Duración,,107,,2025-01-02 00:00:00
43477,21739,Categoría,Matemáticas,,,2025-01-02 00:00:00
43478,21739,Duración,,42,,2025-01-02 00:00:00
43480,21740,Duración,,82,,2025-01-02 00:00:00
43485,21743,Categoría,Historia,,,2025-01-02 00:00:00
43492,21746,Duración,,55,,2025-01-02 00:00:00
43495,21748,Categoría,Arte,,,2025-01-02 00:00:00
43498,21749,Duración,,97,,2025-01-02 00:00:00
43501,21751,Categoría,Ciencia,,,2025-01-02 00:00:00
43507,21754,Categoría,Filosofía,,,2025-01-02 00:00:00
43515,21758,Categoría,Economía,,,2025-01-02 00:00:00
43518,21759,Duración,,27,,2025-01-02 00:00:00
43520,21760,Duración,,100,,2025-01-02 00:00:00
43527,21764,Categoría,Historia,,,2025-01-02 00:00:00
43528,21764,Duración,,15,,2025-01-02 00:00:00
43531,21766,Categoría,Tecnología,,,2025-01-02 00:00:00
43533,21767,Categoría,Tecnología,,,2025-01-02 00:00:00
43536,21768,Duración,,146,,2025-01-02 00:00:00
43537,21769,Categoría,Historia,,,2025-01-02 00:00:00
43541,21771,Categoría,Historia,,,2025-01-02 00:00:00
43545,21773,Categoría,Ciencia,,,2025-01-02 00:00:00
43546,21773,Duración,,133,,2025-01-02 00:00:00
43550,21775,Duración,,119,,2025-01-02 00:00:00
43551,21776,Categoría,Historia,,,2025-01-02 00:00:00
43553,21777,Categoría,Arte,,,2025-01-02 00:00:00
43557,21779,Categoría,Arte,,,2025-01-02 00:00:00
43559,21780,Categoría,Matemáticas,,,2025-01-02 00:00:00
43562,21781,Duración,,75,,2025-01-02 00:00:00
43566,21783,Duración,,112,,2025-01-02 00:00:00
43567,21784,Categoría,Arte,,,2025-01-02 00:00:00
43568,21784,Duración,,84,,2025-01-02 00:00:00
43570,21785,Duración,,98,,2025-01-02 00:00:00
43571,21786,Categoría,Filosofía,,,2025-01-02 00:00:00
43572,21786,Duración,,91,,2025-01-02 00:00:00
43576,21788,Duración,,110,,2025-01-02 00:00:00
43578,21789,Duración,,114,,2025-01-02 00:00:00
43579,21790,Categoría,Ciencia,,,2025-01-02 00:00:00
43580,21790,Duración,,31,,2025-01-02 00:00:00
43584,21792,Duración,,66,,2025-01-02 00:00:00
43586,21793,Duración,,78,,2025-01-02 00:00:00
43587,21794,Categoría,Filosofía,,,2025-01-02 00:00:00
43588,21794,Duración,,41,,2025-01-02 00:00:00
43589,21795,Categoría,Tecnología,,,2025-01-02 00:00:00
43590,21795,Duración,,103,,2025-01-02 00:00:00
43593,21797,Categoría,Tecnología,,,2025-01-02 00:00:00
43598,21799,Duración,,160,,2025-01-02 00:00:00
43599,21800,Categoría,Ciencia,,,2025-01-02 00:00:00
43603,21802,Categoría,Arte,,,2025-01-02 00:00:00
43604,21802,Duración,,34,,2025-01-02 00:00:00
43607,21804,Categoría,Ciencia,,,2025-01-02 00:00:00
43608,21804,Duración,,81,,2025-01-02 00:00:00
43609,21805,Categoría,Tecnología,,,2025-01-02 00:00:00
43613,21807,Categoría,Ciencia,,,2025-01-02 00:00:00
43614,21807,Duración,,100,,2025-01-02 00:00:00
43615,21808,Categoría,Ciencia,,,2025-01-02 00:00:00
43618,21809,Duración,,27,,2025-01-02 00:00:00
43623,21812,Categoría,Ciencia,,,2025-01-02 00:00:00
43624,21812,Duración,,140,,2025-01-02 00:00:00
43626,21813,Duración,,81,,2025-01-02 00:00:00
43628,21814,Duración,,48,,2025-01-02 00:00:00
43639,21820,Categoría,Ciencia,,,2025-01-02 00:00:00
43641,21821,Categoría,Historia,,,2025-01-02 00:00:00
43642,21821,Duración,,47,,2025-01-02 00:00:00
43644,21822,Duración,,79,,2025-01-02 00:00:00
43647,21824,Categoría,Arte,,,2025-01-02 00:00:00
43652,21826,Duración,,99,,2025-01-02 00:00:00
43653,21827,Categoría,Arte,,,2025-01-02 00:00:00
43661,21831,Categoría,Historia,,,2025-01-02 00:00:00
43665,21833,Categoría,Historia,,,2025-01-02 00:00:00
43668,21834,Duración,,106,,2025-01-02 00:00:00
43670,21835,Duración,,89,,2025-01-02 00:00:00
43677,21839,Categoría,Filosofía,,,2025-01-02 00:00:00
43679,21840,Categoría,Arte,,,2025-01-02 00:00:00
43683,21842,Categoría,Tecnología,,,2025-01-02 00:00:00
43684,21842,Duración,,48,,2025-01-02 00:00:00
43685,21843,Categoría,Matemáticas,,,2025-01-02 00:00:00
43686,21843,Duración,,97,,2025-01-02 00:00:00
43690,21845,Duración,,69,,2025-01-02 00:00:00
43691,21846,Categoría,Historia,,,2025-01-02 00:00:00
43694,21847,Duración,,84,,2025-01-02 00:00:00
43696,21848,Duración,,147,,2025-01-02 00:00:00
43699,21850,Categoría,Historia,,,2025-01-02 00:00:00
43701,21851,Categoría,Matemáticas,,,2025-01-02 00:00:00
43704,21852,Duración,,98,,2025-01-02 00:00:00
43711,21856,Categoría,Matemáticas,,,2025-01-02 00:00:00
43712,21856,Duración,,75,,2025-01-02 00:00:00
43717,21859,Categoría,Filosofía,,,2025-01-02 00:00:00
43719,21860,Categoría,Ciencia,,,2025-01-02 00:00:00
43721,21861,Categoría,Tecnología,,,2025-01-02 00:00:00
43724,21862,Duración,,24,,2025-01-02 00:00:00
43726,21863,Duración,,31,,2025-01-02 00:00:00
43727,21864,Categoría,Arte,,,2025-01-02 00:00:00
43734,21867,Duración,,15,,2025-01-02 00:00:00
43735,21868,Categoría,Tecnología,,,2025-01-02 00:00:00
43737,21869,Categoría,Matemáticas,,,2025-01-02 00:00:00
43740,21870,Duración,,37,,2025-01-02 00:00:00
43743,21872,Categoría,Economía,,,2025-01-02 00:00:00
43745,21873,Categoría,Matemáticas,,,2025-01-02 00:00:00
43746,21873,Duración,,139,,2025-01-02 00:00:00
43748,21874,Duración,,55,,2025-01-02 00:00:00
43750,21875,Duración,,69,,2025-01-02 00:00:00
43753,21877,Categoría,Arte,,,2025-01-02 00:00:00
43759,21880,Categoría,Economía,,,2025-01-02 00:00:00
43761,21881,Categoría,Matemáticas,,,2025-01-02 00:00:00
43762,21881,Duración,,36,,2025-01-02 00:00:00
43767,21884,Categoría,Filosofía,,,2025-01-02 00:00:00
43768,21884,Duración,,68,,2025-01-02 00:00:00
43771,21886,Categoría,Matemáticas,,,2025-01-02 00:00:00
43773,21887,Categoría,Tecnología,,,2025-01-02 00:00:00
43775,21888,Categoría,Matemáticas,,,2025-01-02 00:00:00
43776,21888,Duración,,56,,2025-01-02 00:00:00
43779,21890,Categoría,Filosofía,,,2025-01-02 00:00:00
43781,21891,Categoría,Arte,,,2025-01-02 00:00:00
43782,21891,Duración,,110,,2025-01-02 00:00:00
43783,21892,Categoría,Historia,,,2025-01-02 00:00:00
43784,21892,Duración,,79,,2025-01-02 00:00:00
43785,21893,Categoría,Economía,,,2025-01-02 00:00:00
43787,21894,Categoría,Arte,,,2025-01-02 00:00:00
43788,21894,Duración,,116,,2025-01-02 00:00:00
43789,21895,Categoría,Tecnología,,,2025-01-02 00:00:00
43790,21895,Duración,,93,,2025-01-02 00:00:00
43792,21896,Duración,,50,,2025-01-02 00:00:00
43798,21899,Duración,,73,,2025-01-02 00:00:00
43799,21900,Categoría,Historia,,,2025-01-02 00:00:00
43800,21900,Duración,,104,,2025-01-02 00:00:00
43802,21901,Duración,,29,,2025-01-02 00:00:00
43806,21903,Duración,,104,,2025-01-02 00:00:00
43809,21905,Categoría,Filosofía,,,2025-01-02 00:00:00
43812,21906,Duración,,46,,2025-01-02 00:00:00
43818,21909,Duración,,65,,2025-01-02 00:00:00
43820,21910,Duración,,88,,2025-01-02 00:00:00
43821,21911,Categoría,Arte,,,2025-01-02 00:00:00
43823,21912,Categoría,Ciencia,,,2025-01-02 00:00:00
43824,21912,Duración,,71,,2025-01-02 00:00:00
43825,21913,Categoría,Ciencia,,,2025-01-02 00:00:00
43826,21913,Duración,,96,,2025-01-02 00:00:00
43827,21914,Categoría,Arte,,,2025-01-02 00:00:00
43828,21914,Duración,,56,,2025-01-02 00:00:00
43831,21916,Categoría,Matemáticas,,,2025-01-02 00:00:00
43835,21918,Categoría,Tecnología,,,2025-01-02 00:00:00
43836,21918,Duración,,43,,2025-01-02 00:00:00
43837,21919,Categoría,Historia,,,2025-01-02 00:00:00
43838,21919,Duración,,26,,2025-01-02 00:00:00
43839,21920,Categoría,Ciencia,,,2025-01-02 00:00:00
43840,21920,Duración,,32,,2025-01-02 00:00:00
43843,21922,Categoría,Tecnología,,,2025-01-02 00:00:00
43844,21922,Duración,,13,,2025-01-02 00:00:00
43847,21924,Categoría,Arte,,,2025-01-02 00:00:00
43848,21924,Duración,,63,,2025-01-02 00:00:00
43852,21926,Duración,,37,,2025-01-02 00:00:00
43854,21927,Duración,,85,,2025-01-02 00:00:00
43857,21929,Categoría,Ciencia,,,2025-01-02 00:00:00
43862,21931,Duración,,18,,2025-01-02 00:00:00
43864,21932,Duración,,115,,2025-01-02 00:00:00
43866,21933,Duración,,29,,2025-01-02 00:00:00
43870,21935,Duración,,96,,2025-01-02 00:00:00
43871,21936,Categoría,Economía,,,2025-01-02 00:00:00
43873,21937,Categoría,Matemáticas,,,2025-01-02 00:00:00
43874,21937,Duración,,46,,2025-01-02 00:00:00
43876,21938,Duración,,180,,2025-01-02 00:00:00
43880,21940,Duración,,86,,2025-01-02 00:00:00
43886,21943,Duración,,59,,2025-01-02 00:00:00
43887,21944,Categoría,Historia,,,2025-01-02 00:00:00
43894,21947,Duración,,78,,2025-01-02 00:00:00
43895,21948,Categoría,Matemáticas,,,2025-01-02 00:00:00
43900,21950,Duración,,34,,2025-01-02 00:00:00
43902,21951,Duración,,48,,2025-01-02 00:00:00
43908,21954,Duración,,102,,2025-01-02 00:00:00
43910,21955,Duración,,73,,2025-01-02 00:00:00
43913,21957,Categoría,Historia,,,2025-01-02 00:00:00
43916,21958,Duración,,58,,2025-01-02 00:00:00
43918,21959,Duración,,30,,2025-01-02 00:00:00
43922,21961,Duración,,114,,2025-01-02 00:00:00
43923,21962,Categoría,Tecnología,,,2025-01-02 00:00:00
43924,21962,Duración,,35,,2025-01-02 00:00:00
43925,21963,Categoría,Matemáticas,,,2025-01-02 00:00:00
43927,21964,Categoría,Economía,,,2025-01-02 00:00:00
43928,21964,Duración,,59,,2025-01-02 00:00:00
43930,21965,Duración,,116,,2025-01-02 00:00:00
43933,21967,Categoría,Matemáticas,,,2025-01-02 00:00:00
43936,21968,Duración,,159,,2025-01-02 00:00:00
43939,21970,Categoría,Economía,,,2025-01-02 00:00:00
43944,21972,Duración,,51,,2025-01-02 00:00:00
43945,21973,Categoría,Economía,,,2025-01-02 00:00:00
43946,21973,Duración,,26,,2025-01-02 00:00:00
43947,21974,Categoría,Economía,,,2025-01-02 00:00:00
43950,21975,Duración,,120,,2025-01-02 00:00:00
43951,21976,Categoría,Arte,,,2025-01-02 00:00:00
